Haplotype_1	Haplotype_2
FUN.rk.hap1.000836	FUN.rk.hap2.000846
FUN.rk.hap1.000837	FUN.rk.hap2.000847
FUN.rk.hap1.000838	FUN.rk.hap2.000848
FUN.rk.hap1.000840	FUN.rk.hap2.000850
FUN.rk.hap1.000841	FUN.rk.hap2.000851
FUN.rk.hap1.000842	FUN.rk.hap2.000852
FUN.rk.hap1.000843	FUN.rk.hap2.000853
FUN.rk.hap1.000844	FUN.rk.hap2.000854
FUN.rk.hap1.000845	FUN.rk.hap2.000855
FUN.rk.hap1.000847	FUN.rk.hap2.000856
FUN.rk.hap1.000848	FUN.rk.hap2.000857
FUN.rk.hap1.000851	FUN.rk.hap2.000858
FUN.rk.hap1.000853	FUN.rk.hap2.000859
FUN.rk.hap1.000854	FUN.rk.hap2.000860
FUN.rk.hap1.000855	FUN.rk.hap2.000861
FUN.rk.hap1.000857	FUN.rk.hap2.000863
FUN.rk.hap1.000858	FUN.rk.hap2.000865
FUN.rk.hap1.000860	FUN.rk.hap2.000866
FUN.rk.hap1.000863	FUN.rk.hap2.000869
FUN.rk.hap1.000864	FUN.rk.hap2.000871
FUN.rk.hap1.000865	FUN.rk.hap2.000872
FUN.rk.hap1.000866	FUN.rk.hap2.000873
FUN.rk.hap1.000868	FUN.rk.hap2.000875
FUN.rk.hap1.000869	FUN.rk.hap2.000876
FUN.rk.hap1.000871	FUN.rk.hap2.000878
FUN.rk.hap1.000872	FUN.rk.hap2.000879
FUN.rk.hap1.000873	FUN.rk.hap2.000880
FUN.rk.hap1.000874	FUN.rk.hap2.000881
FUN.rk.hap1.000875	FUN.rk.hap2.000882
FUN.rk.hap1.000876	FUN.rk.hap2.000884
FUN.rk.hap1.000877	FUN.rk.hap2.000886
FUN.rk.hap1.000878	FUN.rk.hap2.000887
FUN.rk.hap1.000879	FUN.rk.hap2.000888
FUN.rk.hap1.000886	FUN.rk.hap2.000894
FUN.rk.hap1.000887	FUN.rk.hap2.000895
FUN.rk.hap1.000888	FUN.rk.hap2.000896
FUN.rk.hap1.000892	FUN.rk.hap2.000900
FUN.rk.hap1.000893	FUN.rk.hap2.000903
FUN.rk.hap1.000895	FUN.rk.hap2.000905
FUN.rk.hap1.000896	FUN.rk.hap2.000907
FUN.rk.hap1.000897	FUN.rk.hap2.000908
FUN.rk.hap1.000899	FUN.rk.hap2.041352
FUN.rk.hap1.000900	FUN.rk.hap2.000909
FUN.rk.hap1.000901	FUN.rk.hap2.000910
FUN.rk.hap1.000903	FUN.rk.hap2.000912
FUN.rk.hap1.000908	FUN.rk.hap2.000913
FUN.rk.hap1.000910	FUN.rk.hap2.000915
FUN.rk.hap1.000911	FUN.rk.hap2.000916
FUN.rk.hap1.000912	FUN.rk.hap2.000917
FUN.rk.hap1.000913	FUN.rk.hap2.000918
FUN.rk.hap1.000914	FUN.rk.hap2.000919
FUN.rk.hap1.000915	FUN.rk.hap2.000920
FUN.rk.hap1.000916	FUN.rk.hap2.000923
FUN.rk.hap1.000924	FUN.rk.hap2.000935
FUN.rk.hap1.000925	FUN.rk.hap2.000934
FUN.rk.hap1.000926	FUN.rk.hap2.000933
FUN.rk.hap1.000927	FUN.rk.hap2.000932
FUN.rk.hap1.000928	FUN.rk.hap2.000931
FUN.rk.hap1.000929	FUN.rk.hap2.000930
FUN.rk.hap1.000930	FUN.rk.hap2.000929
FUN.rk.hap1.000931	FUN.rk.hap2.000928
FUN.rk.hap1.000932	FUN.rk.hap2.000927
FUN.rk.hap1.000935	FUN.rk.hap2.000938
FUN.rk.hap1.000936	FUN.rk.hap2.000939
FUN.rk.hap1.000942	FUN.rk.hap2.000942
FUN.rk.hap1.000943	FUN.rk.hap2.000943
FUN.rk.hap1.000944	FUN.rk.hap2.000944
FUN.rk.hap1.000945	FUN.rk.hap2.000945
FUN.rk.hap1.000946	FUN.rk.hap2.000946
FUN.rk.hap1.000947	FUN.rk.hap2.000947
FUN.rk.hap1.000953	FUN.rk.hap2.000953
FUN.rk.hap1.000954	FUN.rk.hap2.000954
FUN.rk.hap1.000957	FUN.rk.hap2.000956
FUN.rk.hap1.000958	FUN.rk.hap2.000957
FUN.rk.hap1.000959	FUN.rk.hap2.000958
FUN.rk.hap1.000960	FUN.rk.hap2.000959
FUN.rk.hap1.000961	FUN.rk.hap2.000960
FUN.rk.hap1.000962	FUN.rk.hap2.000961
FUN.rk.hap1.000964	FUN.rk.hap2.000962
FUN.rk.hap1.000965	FUN.rk.hap2.000963
FUN.rk.hap1.000967	FUN.rk.hap2.000965
FUN.rk.hap1.000968	FUN.rk.hap2.000966
FUN.rk.hap1.000970	FUN.rk.hap2.000967
FUN.rk.hap1.000976	FUN.rk.hap2.000970
FUN.rk.hap1.000978	FUN.rk.hap2.000972
FUN.rk.hap1.000985	FUN.rk.hap2.000979
FUN.rk.hap1.000986	FUN.rk.hap2.000980
FUN.rk.hap1.000987	FUN.rk.hap2.000981
FUN.rk.hap1.000988	FUN.rk.hap2.000982
FUN.rk.hap1.000991	FUN.rk.hap2.000983
FUN.rk.hap1.000994	FUN.rk.hap2.000989
FUN.rk.hap1.000995	FUN.rk.hap2.000991
FUN.rk.hap1.000996	FUN.rk.hap2.000992
FUN.rk.hap1.000998	FUN.rk.hap2.000995
FUN.rk.hap1.000999	FUN.rk.hap2.000996
FUN.rk.hap1.001000	FUN.rk.hap2.000997
FUN.rk.hap1.001002	FUN.rk.hap2.000999
FUN.rk.hap1.001015	FUN.rk.hap2.001021
FUN.rk.hap1.001017	FUN.rk.hap2.001023
FUN.rk.hap1.001019	FUN.rk.hap2.019542
FUN.rk.hap1.001021	FUN.rk.hap2.001024
FUN.rk.hap1.001022	FUN.rk.hap2.001025
FUN.rk.hap1.001023	FUN.rk.hap2.001026
FUN.rk.hap1.001024	FUN.rk.hap2.001027
FUN.rk.hap1.001025	FUN.rk.hap2.001028
FUN.rk.hap1.001026	FUN.rk.hap2.001029
FUN.rk.hap1.001028	FUN.rk.hap2.001030
FUN.rk.hap1.001029	FUN.rk.hap2.001031
FUN.rk.hap1.001030	FUN.rk.hap2.001033
FUN.rk.hap1.001031	FUN.rk.hap2.001034
FUN.rk.hap1.001035	FUN.rk.hap2.001037
FUN.rk.hap1.001038	FUN.rk.hap2.001039
FUN.rk.hap1.001039	FUN.rk.hap2.001040
FUN.rk.hap1.001040	FUN.rk.hap2.001041
FUN.rk.hap1.001044	FUN.rk.hap2.001046
FUN.rk.hap1.001045	FUN.rk.hap2.001047
FUN.rk.hap1.001046	FUN.rk.hap2.001048
FUN.rk.hap1.001047	FUN.rk.hap2.001049
FUN.rk.hap1.001048	FUN.rk.hap2.001050
FUN.rk.hap1.001050	FUN.rk.hap2.001053
FUN.rk.hap1.001052	FUN.rk.hap2.001054
FUN.rk.hap1.001053	FUN.rk.hap2.001055
FUN.rk.hap1.001054	FUN.rk.hap2.001056
FUN.rk.hap1.001055	FUN.rk.hap2.001057
FUN.rk.hap1.001056	FUN.rk.hap2.001058
FUN.rk.hap1.001057	FUN.rk.hap2.001059
FUN.rk.hap1.001061	FUN.rk.hap2.001060
FUN.rk.hap1.001062	FUN.rk.hap2.001061
FUN.rk.hap1.001063	FUN.rk.hap2.001063
FUN.rk.hap1.001064	FUN.rk.hap2.001065
FUN.rk.hap1.001065	FUN.rk.hap2.001066
FUN.rk.hap1.001066	FUN.rk.hap2.001067
FUN.rk.hap1.001068	FUN.rk.hap2.001068
FUN.rk.hap1.001069	FUN.rk.hap2.001069
FUN.rk.hap1.001070	FUN.rk.hap2.001071
FUN.rk.hap1.001071	FUN.rk.hap2.001072
FUN.rk.hap1.001072	FUN.rk.hap2.001073
FUN.rk.hap1.001073	FUN.rk.hap2.001074
FUN.rk.hap1.001075	FUN.rk.hap2.001075
FUN.rk.hap1.001076	FUN.rk.hap2.001076
FUN.rk.hap1.001077	FUN.rk.hap2.001077
FUN.rk.hap1.001080	FUN.rk.hap2.017926
FUN.rk.hap1.001083	FUN.rk.hap2.001078
FUN.rk.hap1.001086	FUN.rk.hap2.001080
FUN.rk.hap1.001088	FUN.rk.hap2.001083
FUN.rk.hap1.001089	FUN.rk.hap2.001084
FUN.rk.hap1.001092	FUN.rk.hap2.001087
FUN.rk.hap1.001093	FUN.rk.hap2.001090
FUN.rk.hap1.001094	FUN.rk.hap2.001091
FUN.rk.hap1.001095	FUN.rk.hap2.001092
FUN.rk.hap1.001096	FUN.rk.hap2.001093
FUN.rk.hap1.001098	FUN.rk.hap2.001099
FUN.rk.hap1.001099	FUN.rk.hap2.001100
FUN.rk.hap1.001100	FUN.rk.hap2.001101
FUN.rk.hap1.001102	FUN.rk.hap2.001103
FUN.rk.hap1.001103	FUN.rk.hap2.001107
FUN.rk.hap1.001104	FUN.rk.hap2.001108
FUN.rk.hap1.001106	FUN.rk.hap2.001111
FUN.rk.hap1.001108	FUN.rk.hap2.001114
FUN.rk.hap1.001111	FUN.rk.hap2.001116
FUN.rk.hap1.001112	FUN.rk.hap2.001117
FUN.rk.hap1.001113	FUN.rk.hap2.001118
FUN.rk.hap1.001115	FUN.rk.hap2.001120
FUN.rk.hap1.001117	FUN.rk.hap2.001121
FUN.rk.hap1.001118	FUN.rk.hap2.001123
FUN.rk.hap1.001120	FUN.rk.hap2.001125
FUN.rk.hap1.001121	FUN.rk.hap2.001126
FUN.rk.hap1.001122	FUN.rk.hap2.001128
FUN.rk.hap1.001123	FUN.rk.hap2.001129
FUN.rk.hap1.001126	FUN.rk.hap2.001131
FUN.rk.hap1.001127	FUN.rk.hap2.001132
FUN.rk.hap1.001128	FUN.rk.hap2.001135
FUN.rk.hap1.001130	FUN.rk.hap2.001136
FUN.rk.hap1.001131	FUN.rk.hap2.001137
FUN.rk.hap1.001133	FUN.rk.hap2.001138
FUN.rk.hap1.001136	FUN.rk.hap2.020113
FUN.rk.hap1.001140	FUN.rk.hap2.001140
FUN.rk.hap1.001141	FUN.rk.hap2.001141
FUN.rk.hap1.001142	FUN.rk.hap2.001142
FUN.rk.hap1.001143	FUN.rk.hap2.001144
FUN.rk.hap1.001144	FUN.rk.hap2.001146
FUN.rk.hap1.001145	FUN.rk.hap2.001147
FUN.rk.hap1.001147	FUN.rk.hap2.001149
FUN.rk.hap1.001148	FUN.rk.hap2.001150
FUN.rk.hap1.001154	FUN.rk.hap2.001153
FUN.rk.hap1.001155	FUN.rk.hap2.001154
FUN.rk.hap1.001157	FUN.rk.hap2.001156
FUN.rk.hap1.001158	FUN.rk.hap2.001157
FUN.rk.hap1.001159	FUN.rk.hap2.001158
FUN.rk.hap1.001160	FUN.rk.hap2.001159
FUN.rk.hap1.001161	FUN.rk.hap2.001160
FUN.rk.hap1.001162	FUN.rk.hap2.001161
FUN.rk.hap1.001163	FUN.rk.hap2.001162
FUN.rk.hap1.001164	FUN.rk.hap2.001163
FUN.rk.hap1.001165	FUN.rk.hap2.001164
FUN.rk.hap1.001166	FUN.rk.hap2.001166
FUN.rk.hap1.001168	FUN.rk.hap2.001169
FUN.rk.hap1.001169	FUN.rk.hap2.001170
FUN.rk.hap1.001170	FUN.rk.hap2.001171
FUN.rk.hap1.001171	FUN.rk.hap2.001177
FUN.rk.hap1.001172	FUN.rk.hap2.001179
FUN.rk.hap1.001174	FUN.rk.hap2.001181
FUN.rk.hap1.001175	FUN.rk.hap2.001182
FUN.rk.hap1.001177	FUN.rk.hap2.008612
FUN.rk.hap1.001178	FUN.rk.hap2.001187
FUN.rk.hap1.001181	FUN.rk.hap2.001191
FUN.rk.hap1.001182	FUN.rk.hap2.001193
FUN.rk.hap1.001183	FUN.rk.hap2.001194
FUN.rk.hap1.001185	FUN.rk.hap2.001197
FUN.rk.hap1.001190	FUN.rk.hap2.001202
FUN.rk.hap1.001191	FUN.rk.hap2.001203
FUN.rk.hap1.001194	FUN.rk.hap2.001210
FUN.rk.hap1.001195	FUN.rk.hap2.001211
FUN.rk.hap1.001196	FUN.rk.hap2.001212
FUN.rk.hap1.001197	FUN.rk.hap2.001213
FUN.rk.hap1.001198	FUN.rk.hap2.001214
FUN.rk.hap1.001206	FUN.rk.hap2.001223
FUN.rk.hap1.001207	FUN.rk.hap2.001224
FUN.rk.hap1.001214	FUN.rk.hap2.001225
FUN.rk.hap1.001217	FUN.rk.hap2.001242
FUN.rk.hap1.001218	FUN.rk.hap2.001243
FUN.rk.hap1.001221	FUN.rk.hap2.001245
FUN.rk.hap1.001222	FUN.rk.hap2.001246
FUN.rk.hap1.001223	FUN.rk.hap2.001247
FUN.rk.hap1.001224	FUN.rk.hap2.001248
FUN.rk.hap1.001226	FUN.rk.hap2.001249
FUN.rk.hap1.001227	FUN.rk.hap2.001250
FUN.rk.hap1.001228	FUN.rk.hap2.001251
FUN.rk.hap1.001229	FUN.rk.hap2.001252
FUN.rk.hap1.001234	FUN.rk.hap2.001255
FUN.rk.hap1.001235	FUN.rk.hap2.001256
FUN.rk.hap1.001237	FUN.rk.hap2.001258
FUN.rk.hap1.001238	FUN.rk.hap2.001259
FUN.rk.hap1.001239	FUN.rk.hap2.001260
FUN.rk.hap1.001241	FUN.rk.hap2.001264
FUN.rk.hap1.001242	FUN.rk.hap2.001265
FUN.rk.hap1.001243	FUN.rk.hap2.001266
FUN.rk.hap1.001244	FUN.rk.hap2.001267
FUN.rk.hap1.001246	FUN.rk.hap2.001268
FUN.rk.hap1.001247	FUN.rk.hap2.001269
FUN.rk.hap1.001250	FUN.rk.hap2.001275
FUN.rk.hap1.001253	FUN.rk.hap2.001278
FUN.rk.hap1.001254	FUN.rk.hap2.001279
FUN.rk.hap1.001255	FUN.rk.hap2.001280
FUN.rk.hap1.001259	FUN.rk.hap2.001281
FUN.rk.hap1.001260	FUN.rk.hap2.001282
FUN.rk.hap1.001263	FUN.rk.hap2.001284
FUN.rk.hap1.001264	FUN.rk.hap2.001285
FUN.rk.hap1.001265	FUN.rk.hap2.001286
FUN.rk.hap1.001266	FUN.rk.hap2.001287
FUN.rk.hap1.001267	FUN.rk.hap2.001289
FUN.rk.hap1.001271	FUN.rk.hap2.001291
FUN.rk.hap1.001276	FUN.rk.hap2.001303
FUN.rk.hap1.001278	FUN.rk.hap2.001304
FUN.rk.hap1.001279	FUN.rk.hap2.001306
FUN.rk.hap1.001280	FUN.rk.hap2.001307
FUN.rk.hap1.001281	FUN.rk.hap2.001308
FUN.rk.hap1.001282	FUN.rk.hap2.001310
FUN.rk.hap1.001283	FUN.rk.hap2.001312
FUN.rk.hap1.001285	FUN.rk.hap2.001316
FUN.rk.hap1.001286	FUN.rk.hap2.001317
FUN.rk.hap1.001287	FUN.rk.hap2.001318
FUN.rk.hap1.001288	FUN.rk.hap2.001320
FUN.rk.hap1.001289	FUN.rk.hap2.001321
FUN.rk.hap1.001291	FUN.rk.hap2.001323
FUN.rk.hap1.001292	FUN.rk.hap2.001324
FUN.rk.hap1.001293	FUN.rk.hap2.001325
FUN.rk.hap1.001294	FUN.rk.hap2.001327
FUN.rk.hap1.001295	FUN.rk.hap2.001329
FUN.rk.hap1.001296	FUN.rk.hap2.001330
FUN.rk.hap1.001298	FUN.rk.hap2.001332
FUN.rk.hap1.001301	FUN.rk.hap2.001336
FUN.rk.hap1.001302	FUN.rk.hap2.001337
FUN.rk.hap1.001303	FUN.rk.hap2.001338
FUN.rk.hap1.001304	FUN.rk.hap2.001340
FUN.rk.hap1.001305	FUN.rk.hap2.001341
FUN.rk.hap1.001306	FUN.rk.hap2.001342
FUN.rk.hap1.001308	FUN.rk.hap2.001344
FUN.rk.hap1.001309	FUN.rk.hap2.001345
FUN.rk.hap1.001310	FUN.rk.hap2.001347
FUN.rk.hap1.001318	FUN.rk.hap2.001349
FUN.rk.hap1.001319	FUN.rk.hap2.001351
FUN.rk.hap1.001320	FUN.rk.hap2.001353
FUN.rk.hap1.001321	FUN.rk.hap2.001354
FUN.rk.hap1.001322	FUN.rk.hap2.001356
FUN.rk.hap1.001323	FUN.rk.hap2.001357
FUN.rk.hap1.001330	FUN.rk.hap2.004671
FUN.rk.hap1.001335	FUN.rk.hap2.001360
FUN.rk.hap1.001338	FUN.rk.hap2.001363
FUN.rk.hap1.001340	FUN.rk.hap2.001366
FUN.rk.hap1.001341	FUN.rk.hap2.001367
FUN.rk.hap1.001343	FUN.rk.hap2.001370
FUN.rk.hap1.001345	FUN.rk.hap2.001374
FUN.rk.hap1.001346	FUN.rk.hap2.001376
FUN.rk.hap1.001347	FUN.rk.hap2.001377
FUN.rk.hap1.001356	FUN.rk.hap2.001392
FUN.rk.hap1.001357	FUN.rk.hap2.001393
FUN.rk.hap1.001358	FUN.rk.hap2.001394
FUN.rk.hap1.001359	FUN.rk.hap2.001395
FUN.rk.hap1.001360	FUN.rk.hap2.001396
FUN.rk.hap1.001361	FUN.rk.hap2.001397
FUN.rk.hap1.001363	FUN.rk.hap2.001400
FUN.rk.hap1.001367	FUN.rk.hap2.037172
FUN.rk.hap1.001369	FUN.rk.hap2.001407
FUN.rk.hap1.001373	FUN.rk.hap2.001412
FUN.rk.hap1.001375	FUN.rk.hap2.001413
FUN.rk.hap1.001376	FUN.rk.hap2.001414
FUN.rk.hap1.001382	FUN.rk.hap2.001423
FUN.rk.hap1.001384	FUN.rk.hap2.001424
FUN.rk.hap1.001396	FUN.rk.hap2.001441
FUN.rk.hap1.001408	FUN.rk.hap2.001461
FUN.rk.hap1.001409	FUN.rk.hap2.001463
FUN.rk.hap1.001410	FUN.rk.hap2.001467
FUN.rk.hap1.001411	FUN.rk.hap2.005466
FUN.rk.hap1.001415	FUN.rk.hap2.001480
FUN.rk.hap1.001416	FUN.rk.hap2.001481
FUN.rk.hap1.001419	FUN.rk.hap2.001485
FUN.rk.hap1.001421	FUN.rk.hap2.001496
FUN.rk.hap1.001422	FUN.rk.hap2.001497
FUN.rk.hap1.001423	FUN.rk.hap2.001498
FUN.rk.hap1.001425	FUN.rk.hap2.001502
FUN.rk.hap1.001428	FUN.rk.hap2.001506
FUN.rk.hap1.001433	FUN.rk.hap2.001510
FUN.rk.hap1.001434	FUN.rk.hap2.001511
FUN.rk.hap1.001435	FUN.rk.hap2.001512
FUN.rk.hap1.001436	FUN.rk.hap2.001513
FUN.rk.hap1.001440	FUN.rk.hap2.001519
FUN.rk.hap1.001441	FUN.rk.hap2.001522
FUN.rk.hap1.001444	FUN.rk.hap2.036991
FUN.rk.hap1.001450	FUN.rk.hap2.001526
FUN.rk.hap1.001451	FUN.rk.hap2.001527
FUN.rk.hap1.001452	FUN.rk.hap2.001530
FUN.rk.hap1.001455	FUN.rk.hap2.001539
FUN.rk.hap1.001457	FUN.rk.hap2.001540
FUN.rk.hap1.001458	FUN.rk.hap2.001541
FUN.rk.hap1.001464	FUN.rk.hap2.001550
FUN.rk.hap1.001467	FUN.rk.hap2.001554
FUN.rk.hap1.001468	FUN.rk.hap2.001555
FUN.rk.hap1.001470	FUN.rk.hap2.001560
FUN.rk.hap1.001471	FUN.rk.hap2.001561
FUN.rk.hap1.001473	FUN.rk.hap2.001564
FUN.rk.hap1.001476	FUN.rk.hap2.001567
FUN.rk.hap1.001477	FUN.rk.hap2.001568
FUN.rk.hap1.001479	FUN.rk.hap2.001572
FUN.rk.hap1.001480	FUN.rk.hap2.001573
FUN.rk.hap1.001484	FUN.rk.hap2.001575
FUN.rk.hap1.001485	FUN.rk.hap2.001576
FUN.rk.hap1.001486	FUN.rk.hap2.001579
FUN.rk.hap1.001487	FUN.rk.hap2.001581
FUN.rk.hap1.001488	FUN.rk.hap2.001582
FUN.rk.hap1.001489	FUN.rk.hap2.001585
FUN.rk.hap1.001490	FUN.rk.hap2.001586
FUN.rk.hap1.001493	FUN.rk.hap2.001588
FUN.rk.hap1.001497	FUN.rk.hap2.001589
FUN.rk.hap1.001499	FUN.rk.hap2.001591
FUN.rk.hap1.001500	FUN.rk.hap2.001592
FUN.rk.hap1.001501	FUN.rk.hap2.001595
FUN.rk.hap1.001502	FUN.rk.hap2.001596
FUN.rk.hap1.001503	FUN.rk.hap2.001597
FUN.rk.hap1.001504	FUN.rk.hap2.001606
FUN.rk.hap1.001507	FUN.rk.hap2.001608
FUN.rk.hap1.001508	FUN.rk.hap2.001609
FUN.rk.hap1.001509	FUN.rk.hap2.001610
FUN.rk.hap1.001510	FUN.rk.hap2.001611
FUN.rk.hap1.001511	FUN.rk.hap2.001612
FUN.rk.hap1.001512	FUN.rk.hap2.001613
FUN.rk.hap1.001513	FUN.rk.hap2.001614
FUN.rk.hap1.001521	FUN.rk.hap2.001621
FUN.rk.hap1.001525	FUN.rk.hap2.001628
FUN.rk.hap1.001526	FUN.rk.hap2.001629
FUN.rk.hap1.001534	FUN.rk.hap2.005616
FUN.rk.hap1.001546	FUN.rk.hap2.038270
FUN.rk.hap1.001550	FUN.rk.hap2.001637
FUN.rk.hap1.001551	FUN.rk.hap2.001638
FUN.rk.hap1.001552	FUN.rk.hap2.001639
FUN.rk.hap1.001555	FUN.rk.hap2.001643
FUN.rk.hap1.001557	FUN.rk.hap2.001646
FUN.rk.hap1.001558	FUN.rk.hap2.001652
FUN.rk.hap1.001560	FUN.rk.hap2.001654
FUN.rk.hap1.001561	FUN.rk.hap2.001655
FUN.rk.hap1.001562	FUN.rk.hap2.001656
FUN.rk.hap1.001563	FUN.rk.hap2.001657
FUN.rk.hap1.001564	FUN.rk.hap2.001658
FUN.rk.hap1.001567	FUN.rk.hap2.001661
FUN.rk.hap1.001572	FUN.rk.hap2.001663
FUN.rk.hap1.001573	FUN.rk.hap2.001664
FUN.rk.hap1.001574	FUN.rk.hap2.001665
FUN.rk.hap1.001575	FUN.rk.hap2.001666
FUN.rk.hap1.001576	FUN.rk.hap2.001669
FUN.rk.hap1.001577	FUN.rk.hap2.001670
FUN.rk.hap1.001578	FUN.rk.hap2.001671
FUN.rk.hap1.001579	FUN.rk.hap2.001672
FUN.rk.hap1.001580	FUN.rk.hap2.001673
FUN.rk.hap1.001581	FUN.rk.hap2.001674
FUN.rk.hap1.001582	FUN.rk.hap2.001675
FUN.rk.hap1.001584	FUN.rk.hap2.001681
FUN.rk.hap1.001587	FUN.rk.hap2.001687
FUN.rk.hap1.001588	FUN.rk.hap2.001688
FUN.rk.hap1.001590	FUN.rk.hap2.001690
FUN.rk.hap1.001591	FUN.rk.hap2.001693
FUN.rk.hap1.001592	FUN.rk.hap2.001694
FUN.rk.hap1.001595	FUN.rk.hap2.001695
FUN.rk.hap1.001597	FUN.rk.hap2.001700
FUN.rk.hap1.001598	FUN.rk.hap2.001701
FUN.rk.hap1.001603	FUN.rk.hap2.001705
FUN.rk.hap1.001605	FUN.rk.hap2.001706
FUN.rk.hap1.001606	FUN.rk.hap2.001711
FUN.rk.hap1.001607	FUN.rk.hap2.001713
FUN.rk.hap1.001609	FUN.rk.hap2.001716
FUN.rk.hap1.001610	FUN.rk.hap2.001719
FUN.rk.hap1.001611	FUN.rk.hap2.001724
FUN.rk.hap1.001612	FUN.rk.hap2.001727
FUN.rk.hap1.001613	FUN.rk.hap2.001728
FUN.rk.hap1.001614	FUN.rk.hap2.001729
FUN.rk.hap1.001621	FUN.rk.hap2.001734
FUN.rk.hap1.001623	FUN.rk.hap2.001735
FUN.rk.hap1.001624	FUN.rk.hap2.001736
FUN.rk.hap1.001625	FUN.rk.hap2.001737
FUN.rk.hap1.001627	FUN.rk.hap2.001738
FUN.rk.hap1.001628	FUN.rk.hap2.001739
FUN.rk.hap1.001629	FUN.rk.hap2.001740
FUN.rk.hap1.001630	FUN.rk.hap2.001741
FUN.rk.hap1.001631	FUN.rk.hap2.001742
FUN.rk.hap1.001633	FUN.rk.hap2.001745
FUN.rk.hap1.001634	FUN.rk.hap2.001746
FUN.rk.hap1.001636	FUN.rk.hap2.001750
FUN.rk.hap1.001637	FUN.rk.hap2.001751
FUN.rk.hap1.001641	FUN.rk.hap2.001753
FUN.rk.hap1.001643	FUN.rk.hap2.001755
FUN.rk.hap1.001644	FUN.rk.hap2.034874
FUN.rk.hap1.001645	FUN.rk.hap2.001757
FUN.rk.hap1.001647	FUN.rk.hap2.001762
FUN.rk.hap1.001648	FUN.rk.hap2.001763
FUN.rk.hap1.001650	FUN.rk.hap2.001764
FUN.rk.hap1.001651	FUN.rk.hap2.001765
FUN.rk.hap1.001652	FUN.rk.hap2.001766
FUN.rk.hap1.001653	FUN.rk.hap2.001767
FUN.rk.hap1.001657	FUN.rk.hap2.001769
FUN.rk.hap1.001664	FUN.rk.hap2.001777
FUN.rk.hap1.001670	FUN.rk.hap2.001781
FUN.rk.hap1.001673	FUN.rk.hap2.001785
FUN.rk.hap1.001674	FUN.rk.hap2.001786
FUN.rk.hap1.001684	FUN.rk.hap2.001817
FUN.rk.hap1.001685	FUN.rk.hap2.001820
FUN.rk.hap1.001686	FUN.rk.hap2.001821
FUN.rk.hap1.001687	FUN.rk.hap2.001822
FUN.rk.hap1.001693	FUN.rk.hap2.001826
FUN.rk.hap1.001697	FUN.rk.hap2.001828
FUN.rk.hap1.001698	FUN.rk.hap2.001830
FUN.rk.hap1.001700	FUN.rk.hap2.001832
FUN.rk.hap1.001701	FUN.rk.hap2.001703
FUN.rk.hap1.001704	FUN.rk.hap2.001834
FUN.rk.hap1.001705	FUN.rk.hap2.001835
FUN.rk.hap1.001706	FUN.rk.hap2.001836
FUN.rk.hap1.001707	FUN.rk.hap2.001837
FUN.rk.hap1.001708	FUN.rk.hap2.001838
FUN.rk.hap1.001709	FUN.rk.hap2.001839
FUN.rk.hap1.001711	FUN.rk.hap2.001841
FUN.rk.hap1.001712	FUN.rk.hap2.001842
FUN.rk.hap1.001713	FUN.rk.hap2.001843
FUN.rk.hap1.001714	FUN.rk.hap2.001844
FUN.rk.hap1.001716	FUN.rk.hap2.001846
FUN.rk.hap1.001717	FUN.rk.hap2.001847
FUN.rk.hap1.001721	FUN.rk.hap2.001851
FUN.rk.hap1.001722	FUN.rk.hap2.001854
FUN.rk.hap1.001726	FUN.rk.hap2.025802
FUN.rk.hap1.001732	FUN.rk.hap2.001865
FUN.rk.hap1.001733	FUN.rk.hap2.001867
FUN.rk.hap1.001736	FUN.rk.hap2.001869
FUN.rk.hap1.001740	FUN.rk.hap2.001870
FUN.rk.hap1.001741	FUN.rk.hap2.001874
FUN.rk.hap1.001742	FUN.rk.hap2.001875
FUN.rk.hap1.001743	FUN.rk.hap2.001876
FUN.rk.hap1.001745	FUN.rk.hap2.001877
FUN.rk.hap1.001746	FUN.rk.hap2.001878
FUN.rk.hap1.001747	FUN.rk.hap2.001879
FUN.rk.hap1.001748	FUN.rk.hap2.001880
FUN.rk.hap1.001749	FUN.rk.hap2.001881
FUN.rk.hap1.001750	FUN.rk.hap2.001882
FUN.rk.hap1.001751	FUN.rk.hap2.001883
FUN.rk.hap1.001753	FUN.rk.hap2.001885
FUN.rk.hap1.001754	FUN.rk.hap2.001888
FUN.rk.hap1.001756	FUN.rk.hap2.001891
FUN.rk.hap1.001758	FUN.rk.hap2.001893
FUN.rk.hap1.001759	FUN.rk.hap2.001894
FUN.rk.hap1.001761	FUN.rk.hap2.001895
FUN.rk.hap1.001762	FUN.rk.hap2.001896
FUN.rk.hap1.001763	FUN.rk.hap2.001897
FUN.rk.hap1.001764	FUN.rk.hap2.001898
FUN.rk.hap1.001765	FUN.rk.hap2.001899
FUN.rk.hap1.001766	FUN.rk.hap2.001900
FUN.rk.hap1.001767	FUN.rk.hap2.001901
FUN.rk.hap1.001768	FUN.rk.hap2.001902
FUN.rk.hap1.001769	FUN.rk.hap2.001903
FUN.rk.hap1.001771	FUN.rk.hap2.001906
FUN.rk.hap1.001774	FUN.rk.hap2.001908
FUN.rk.hap1.001780	FUN.rk.hap2.001912
FUN.rk.hap1.001781	FUN.rk.hap2.001913
FUN.rk.hap1.001783	FUN.rk.hap2.001915
